nct_id,is_fda_regulated,is_section_801
NCT02392650,false,
NCT02392260,false,
NCT02390271,false,
NCT02389010,false,
NCT02390037,false,
NCT02388737,false,
NCT02388633,false,
NCT02387489,false,
NCT02386943,false,
NCT02383134,false,
NCT02382770,false,
NCT02382107,false,
NCT02381275,false,
NCT02380911,false,
NCT02379702,false,
NCT02379286,false,
NCT02377193,false,
NCT02375919,false,
NCT02374541,false,
NCT02374359,false,
NCT02374203,false,
NCT02374190,false,
NCT02373930,false,
NCT02373644,false,
NCT02372188,false,
NCT02369536,false,
NCT02369328,false,
NCT02368106,false,
NCT02366962,false,
NCT02365675,false,
NCT02365129,false,
NCT02364206,false,
NCT02363114,false,
NCT02362906,false,
NCT02362737,false,
NCT02362490,false,
NCT02361788,false,
NCT02361034,false,
NCT02359877,false,
NCT02359773,false,
NCT02358421,false,
NCT02354456,false,
NCT02352974,false,
NCT02352935,false,
NCT02351921,false,
NCT02351817,false,
NCT02351492,false,
NCT02349997,false,
NCT02348450,false,
NCT02347280,false,
NCT02346929,false,
NCT02346630,false,
NCT02346357,false,
NCT02346292,false,
NCT02344680,false,
NCT02344745,false,
NCT02344719,false,
NCT02342899,false,
NCT02342275,false,
NCT02341144,false,
NCT02341066,false,
NCT02341001,false,
NCT02340741,false,
NCT02339961,false,
NCT02339662,false,
NCT02339545,false,
NCT02339025,false,
NCT02338921,false,
NCT02338635,false,
NCT02337569,false,
NCT02337335,false,
NCT02336399,false,
NCT02331329,false,
NCT02330627,false,
NCT02327104,false,
NCT02326155,false,
NCT02325635,false,
NCT02322593,false,
NCT02322073,false,
NCT02320344,false,
NCT02321748,false,
NCT02321371,false,
NCT02320682,false,
NCT02320136,false,
NCT02320110,false,
NCT02319798,false,
NCT02319200,false,
NCT02318316,false,
NCT02317952,false,
NCT02316483,false,
NCT02315794,false,
NCT02314962,false,
NCT02314832,false,
NCT02314195,false,
NCT02313935,false,
NCT02312479,false,
NCT02312310,false,
NCT02313311,false,
NCT02313168,false,
NCT02312661,false,
NCT02311062,false,
NCT02310659,false,
NCT02308982,false,
NCT02307292,false,
NCT02307032,false,
NCT02306122,false,
NCT02305368,false,
NCT02305004,false,
NCT02304809,false,
NCT02303899,false,
NCT02303301,false,
NCT02302885,false,
NCT02302235,false,
NCT02301325,false,
NCT02300337,false,
NCT02299583,false,
NCT02297360,false,
NCT02297126,false,
NCT02297048,false,
NCT02297035,false,
NCT02295579,false,
NCT02295267,false,
NCT02295072,false,
NCT02294591,false,
NCT02294409,false,
NCT02293811,false,
NCT02293486,false,
NCT02292888,false,
NCT02292056,false,
NCT02291705,false,
NCT02291328,false,
NCT02290665,false,
NCT02290015,false,
NCT02286648,false,
NCT02288429,false,
NCT02287454,false,
NCT02285920,false,
NCT02285569,false,
NCT02283086,false,
NCT02282124,false,
NCT02277327,false,
NCT02276495,false,
NCT02276326,false,
NCT02274584,false,
NCT02272257,false,
NCT02267161,false,
NCT02266901,false,
NCT02266303,false,
NCT02265224,false,
NCT02262871,false,
NCT02262052,false,
NCT02261480,false,
NCT02260115,false,
NCT02258360,false,
NCT02257645,false,
NCT02255669,false,
NCT02255331,false,
NCT02255240,false,
NCT02254915,false,
NCT02252874,false,
NCT02252718,false,
NCT02252185,false,
NCT02248987,false,
NCT02247622,false,
NCT02247492,false,
NCT02246569,false,
NCT02244060,false,
NCT02243488,false,
NCT02242968,false,
NCT02241083,false,
NCT02240173,false,
NCT02240095,false,
NCT02239393,false,
NCT02237118,false,
NCT02236676,false,
NCT02234063,false,
NCT02232854,false,
NCT02232360,false,
NCT02231788,false,
NCT02230800,false,
NCT02229526,false,
NCT02229474,false,
NCT02229162,false,
NCT02228876,false,
NCT02227394,false,
NCT02225080,false,
NCT02220556,false,
NCT02220517,false,
NCT02220140,false,
NCT02218723,false,
NCT02217241,false,
NCT02216006,false,
NCT02215291,false,
NCT02211196,false,
NCT02212782,false,
NCT02212509,false,
NCT02137499,false,
NCT02211274,false,
NCT02210845,false,
NCT02210377,false,
NCT02210169,false,
NCT02209870,false,
NCT02208895,false,
NCT02204150,false,
NCT02202876,false,
NCT02202486,false,
NCT02201966,false,
NCT02201680,false,
NCT02200549,false,
NCT02200172,false,
NCT02198937,false,
NCT02197533,false,
NCT02195934,false,
NCT02194569,false,
NCT02194920,false,
NCT02194725,false,
NCT02193386,false,
NCT02193230,false,
NCT02190669,false,
NCT02190591,false,
NCT02190565,false,
NCT02189291,false,
NCT02186483,false,
NCT01938300,false,
NCT02183831,false,
NCT02180997,false,
NCT02178384,false,
NCT02177656,false,
NCT02177162,false,
NCT02172365,false,
NCT02172066,false,
NCT02172053,false,
NCT02170233,false,
NCT02170038,false,
NCT02166918,false,
NCT02166892,false,
NCT02166502,false,
NCT02165553,false,
NCT02164682,false,
NCT02160639,false,
NCT02159443,false,
NCT02159300,false,
NCT02157987,false,
NCT02156050,false,
NCT02155699,false,
NCT02154802,false,
NCT02153996,false,
NCT02153177,false,
NCT02152566,false,
NCT02152176,false,
NCT02151318,false,
NCT02151305,false,
NCT02150980,false,
NCT02150902,false,
NCT02149550,false,
NCT02149472,false,
NCT02148120,false,
NCT02147730,false,
NCT02145377,false,
NCT02143583,false,
NCT02143193,false,
NCT02142725,false,
NCT02142231,false,
NCT02141802,false,
NCT02140359,false,
NCT02139904,false,
NCT02139176,false,
NCT02138552,false,
NCT02136563,false,
NCT02135627,false,
NCT02135224,false,
NCT02134002,false,
NCT02133092,false,
NCT02133053,false,
NCT02132728,false,
NCT02132013,false,
NCT02131792,false,
NCT02131428,false,
NCT02128802,false,
NCT02128373,false,
NCT02128165,false,
NCT02127580,false,
NCT02126540,false,
NCT02126189,false,
NCT02121743,false,
NCT02120768,false,
NCT02120430,false,
NCT02119507,false,
NCT02118623,false,
NCT02116790,false,
NCT02116517,false,
NCT02115958,false,
NCT02115503,false,
NCT02115425,false,
NCT02113332,false,
NCT02113293,false,
NCT02111889,false,
NCT02110095,false,
NCT02109965,false,
NCT02109614,false,
NCT02108925,false,
NCT02108886,false,
NCT02108704,false,
NCT02108431,false,
NCT02107352,false,
NCT02106468,false,
NCT02106078,false,
NCT02104999,false,
NCT02103816,false,
NCT02102594,false,
NCT02101515,false,
NCT02101359,false,
NCT02100293,false,
NCT02098525,false,
NCT02097069,false,
NCT02095639,false,
NCT02094131,false,
NCT02093377,false,
NCT02093338,false,
NCT02091622,false,
NCT02091401,false,
NCT02090218,false,
NCT02090036,false,
NCT02089815,false,
NCT02088853,false,
NCT02087956,false,
NCT02087163,false,
NCT02086942,false,
NCT02086448,false,
NCT02086045,false,
NCT02085759,false,
NCT02085486,false,
NCT02084290,false,
NCT02082964,false,
NCT01675700,false,
NCT02081781,false,
NCT02082028,false,
NCT02081274,false,
NCT02081092,false,
NCT02080988,false,
NCT02079727,false,
NCT02079597,false,
NCT02078375,false,
NCT02078050,false,
NCT02076867,false,
NCT02075151,false,
NCT02073799,false,
NCT02073370,false,
NCT02071407,false,
NCT02071264,false,
NCT02070393,false,
NCT02069769,false,
NCT02068066,false,
NCT02067806,false,
NCT02067754,false,
NCT02066662,false,
NCT02065986,false,
NCT02065895,false,
NCT02064790,false,
NCT02063009,false,
NCT02061943,false,
NCT02059681,false,
NCT02059369,false,
NCT02056327,false,
NCT02056275,false,
NCT02053311,false,
NCT02053285,false,
NCT02053077,false,
NCT02050230,false,
NCT02050217,false,
NCT02049970,false,
NCT02049320,false,
NCT02049047,false,
NCT02048800,false,
NCT02048514,false,
NCT02047877,false,
NCT02047383,false,
NCT02045719,false,
NCT02045108,false,
NCT02043847,false,
NCT02043613,false,
NCT02043210,false,
NCT02040467,false,
NCT02037789,false,
NCT02037724,false,
NCT02037217,false,
NCT02035436,false,
NCT02014506,false,
NCT02035254,false,
NCT02033382,false,
NCT02033018,false,
NCT02032914,false,
NCT02031939,false,
NCT02031809,false,
NCT02030509,false,
NCT02031211,false,
NCT02028429,false,
NCT02027818,false,
NCT02027688,false,
NCT02024100,false,
NCT02023814,false,
NCT02023684,false,
NCT02022943,false,
NCT02021253,false,
NCT02021097,false,
NCT02020993,false,
NCT02020720,false,
NCT02019654,false,
NCT02018666,false,
NCT02018185,false,
NCT02018146,false,
NCT02015221,false,
NCT02012894,false,
NCT02012725,false,
NCT02011802,false,
NCT02010957,false,
NCT02010411,false,
NCT02010346,false,
NCT02009475,false,
NCT02008331,false,
NCT02005783,false,
NCT02002559,false,
NCT02001259,false,
NCT01999465,false,
NCT01998594,false,
NCT01998113,false,
NCT01997385,false,
NCT01997372,false,
NCT01996956,false,
NCT01996111,false,
NCT01995448,false,
NCT01994876,false,
NCT01994616,false,
NCT01994343,false,
NCT01993953,false,
NCT01991002,false,
NCT01988922,false,
NCT01987687,false,
NCT01986686,false,
NCT01985880,false,
NCT01985269,false,
NCT01984931,false,
NCT01984593,false,
NCT01983696,false,
NCT01982916,false,
NCT01982422,false,
NCT01981200,false,
NCT01980017,false,
NCT01979380,false,
NCT01977625,false,
NCT01977079,false,
NCT01976026,false,
NCT01975974,false,
NCT01975350,false,
NCT01974479,false,
NCT01973842,false,
NCT01970592,false,
NCT01970072,false,
NCT01967030,false,
NCT01966237,false,
NCT01966172,false,
NCT01963793,false,
NCT01963754,false,
NCT01963390,false,
NCT01963182,false,
NCT01962506,false,
NCT01961232,false,
NCT01960608,false,
NCT01959997,false,
NCT01959984,false,
NCT01959633,false,
NCT01957605,false,
NCT01956058,false,
NCT01954498,false,
NCT01953172,false,
NCT01953107,false,
NCT01950286,false,
NCT01950091,false,
NCT01948765,false,
NCT01948323,false,
NCT01947062,false,
NCT01945749,false,
NCT01943006,false,
NCT01941966,false,
NCT01941758,false,
NCT01941667,false,
NCT01941147,false,
NCT01941095,false,
NCT01939080,false,
NCT01938807,false,
NCT01936779,false,
NCT01934816,false,
NCT01934426,false,
NCT01933893,false,
NCT01933711,false,
NCT01932190,false,
NCT01930617,false,
NCT01930136,false,
NCT01928433,false,
NCT01927315,false,
NCT01925391,false,
NCT01924286,false,
NCT01923792,false,
NCT01922271,false,
NCT01920607,false,
NCT01921634,false,
NCT01921179,false,
NCT01920919,false,
NCT01916733,false,
NCT01912989,false,
NCT01912820,false,
NCT01911949,false,
NCT01910805,false,
NCT01909869,false,
NCT01909817,false,
NCT01907477,false,
NCT01905254,false,
NCT01904565,false,
NCT01904344,false,
NCT01903785,false,
NCT01902940,false,
NCT01900301,false,
NCT01899456,false,
NCT01899443,false,
NCT01899209,false,
NCT01894542,false,
NCT01893385,false,
NCT01891890,false,
NCT01891123,false,
NCT01890616,false,
NCT01890291,false,
NCT01888809,false,
NCT01887977,false,
NCT01887340,false,
NCT01886261,false,
NCT01885819,false,
NCT01883154,false,
NCT01882244,false,
NCT01882218,false,
NCT01882790,false,
NCT01878851,false,
NCT01878422,false,
NCT01876771,false,
NCT01875783,false,
NCT01874886,false,
NCT01871480,false,
NCT01870947,false,
NCT01870791,false,
NCT01869049,false,
NCT01868399,false,
NCT01867645,false,
NCT01866449,false,
NCT01865123,false,
NCT01863316,false,
NCT01861548,false,
NCT01861093,false,
NCT01860885,false,
NCT01858831,false,
NCT01858584,false,
NCT01858467,false,
NCT01855373,false,
NCT01852617,false,
NCT01851057,false,
NCT01849185,false,
NCT01849107,false,
NCT01849068,false,
NCT01848704,false,
NCT01847963,false,
NCT01847365,false,
NCT01846936,false,
NCT01845714,false,
NCT01844362,false,
NCT01843920,false,
NCT01843465,false,
NCT01841788,false,
NCT01840644,false,
NCT01839864,false,
NCT01835093,false,
NCT01834586,false,
NCT01834573,false,
NCT01832779,false,
NCT01834300,false,
NCT01833793,false,
NCT01833507,false,
NCT01830166,false,
NCT01829334,false,
NCT01828125,false,
NCT01827579,false,
NCT01824979,false,
NCT01824966,false,
NCT01822444,false,
NCT01822262,false,
NCT01822158,false,
NCT01821417,false,
NCT01820780,false,
NCT01820182,false,
NCT01819116,false,
NCT01818882,false,
NCT01818453,false,
NCT01817738,false,
NCT01816516,false,
NCT01815203,false,
NCT01815983,false,
NCT01815216,false,
NCT01814371,false,
NCT01813526,false,
NCT01811667,false,
NCT01811537,false,
NCT01811186,false,
NCT01810705,false,
NCT01808274,false,
NCT01807793,false,
NCT01806753,false,
NCT01806441,false,
NCT01804881,false,
NCT01804855,false,
NCT01804400,false,
NCT01803828,false,
NCT01803243,false,
NCT01802801,false,
NCT01801267,false,
NCT01799811,false,
NCT01799551,false,
NCT01799213,false,
NCT01797419,false,
NCT01797003,false,
NCT01796574,false,
NCT01791790,false,
NCT01791361,false,
NCT01791335,false,
NCT01789372,false,
NCT01789294,false,
NCT01788644,false,
NCT01786928,false,
NCT01787708,false,
NCT01786889,false,
NCT01784744,false,
NCT01783236,false,
NCT01783106,false,
NCT01782859,false,
NCT01782209,false,
NCT01782196,false,
NCT01782183,false,
NCT01782079,false,
NCT01781806,false,
NCT01781598,false,
NCT01779713,false,
NCT01778257,false,
NCT01776788,false,
NCT01775592,false,
NCT01775163,false,
NCT01774422,false,
NCT01773083,false,
NCT01773005,false,
NCT01772186,false,
NCT01771978,false,
NCT01771575,false,
NCT01770808,false,
NCT01770691,false,
NCT01770626,false,
NCT01770093,false,
NCT01767181,false,
NCT01765725,false,
NCT01764373,false,
NCT01763762,false,
NCT01763606,false,
NCT01762072,false,
NCT01761500,false,
NCT01761136,false,
NCT01760551,false,
NCT01760265,false,
NCT01760200,false,
NCT01758887,false,
NCT01757574,false,
NCT01755637,false,
NCT01754688,false,
NCT01754207,false,
NCT01754051,false,
NCT01751113,false,
NCT01750970,false,
NCT01750814,false,
NCT01750411,false,
NCT01750151,false,
NCT01747590,false,
NCT01747018,false,
NCT01743872,false,
NCT01743222,false,
NCT01743105,false,
NCT01742273,false,
NCT01742013,false,
NCT01741818,false,
NCT01740830,false,
NCT01739855,false,
NCT01738906,false,
NCT01738854,false,
NCT01736046,false,
NCT01734564,false,
NCT01733823,false,
NCT01733199,false,
NCT01732666,false,
NCT01731717,false,
NCT01731223,false,
NCT01731041,false,
NCT01730794,false,
NCT01730573,false,
NCT01730144,false,
NCT01729793,false,
NCT01729208,false,
NCT01726894,false,
NCT01724047,false,
NCT01723878,false,
NCT01723696,false,
NCT01722968,false,
NCT01722695,false,
NCT01721850,false,
NCT01721590,false,
NCT01721564,false,
NCT01720004,false,
NCT01719965,false,
NCT01718444,false,
NCT01716676,false,
NCT01716195,false,
NCT01715610,false,
NCT01711398,false,
NCT01711242,false,
NCT01711151,false,
NCT01709773,false,
NCT01709656,false,
NCT01709539,false,
NCT01707498,false,
NCT01703325,false,
NCT01702337,false,
NCT01701076,false,
NCT01699854,false,
NCT01699685,false,
NCT01698749,false,
NCT01695837,false,
NCT01695603,false,
NCT01695408,false,
NCT01692132,false,
NCT01691937,false,
NCT01691105,false,
NCT01690416,false,
NCT01688115,false,
NCT01687231,false,
NCT01686360,false,
NCT01683448,false,
NCT01682824,false,
NCT01681485,false,
NCT01680978,false,
NCT01680328,false,
NCT01679977,false,
NCT01675089,false,
NCT01674946,false,
NCT01672502,false,
NCT01671228,false,
NCT01670591,false,
NCT01669135,false,
NCT01668979,false,
NCT01668680,false,
NCT01667367,false,
NCT01667263,false,
NCT01665924,false,
NCT01665612,false,
NCT01664221,false,
NCT01663519,false,
NCT01661946,false,
NCT01661218,false,
NCT01659333,false,
NCT01657188,false,
NCT01657084,false,
NCT01656928,false,
NCT01656681,false,
NCT01656512,false,
NCT01656421,false,
NCT01656356,false,
NCT01656122,false,
NCT01655238,false,
NCT01655017,false,
NCT01654588,false,
NCT01653730,false,
NCT01652456,false,
NCT01652404,false,
NCT01651819,false,
NCT01651130,false,
NCT01650974,false,
NCT01649843,false,
NCT01649518,false,
NCT01649050,false,
NCT01648738,false,
NCT01648218,false,
NCT01646866,false,
NCT01646463,false,
NCT01643720,false,
NCT01641549,false,
NCT01641172,false,
NCT01640743,false,
NCT01640431,false,
NCT01639768,false,
NCT01639482,false,
NCT01637454,false,
NCT01636726,false,
NCT01636154,false,
NCT01635205,false,
NCT01635049,false,
NCT01634919,false,
NCT01633398,false,
NCT01632839,false,
NCT01632098,false,
NCT01631344,false,
NCT01630330,false,
NCT01629641,false,
NCT01628861,false,
NCT01628250,false,
NCT01626807,false,
NCT01625650,false,
NCT01625429,false,
NCT01624454,false,
NCT01624363,false,
NCT01623297,false,
NCT01622387,false,
NCT01620814,false,
NCT01619969,false,
NCT01619891,false,
NCT01618721,false,
NCT01618409,false,
NCT01617954,false,
NCT01617018,false,
NCT01615731,false,
NCT01615198,false,
NCT01614418,false,
NCT01613924,false,
NCT01610531,false,
NCT01609361,false,
NCT01609569,false,
NCT01609530,false,
NCT01608191,false,
NCT01607697,false,
NCT01607099,false,
NCT01604486,false,
NCT01603550,false,
NCT01602185,false,
NCT01601678,false,
NCT01599247,false,
NCT01599234,false,
NCT01598922,false,
NCT01598324,false,
NCT01596933,false,
NCT01595932,false,
NCT01593644,false,
NCT01593267,false,
NCT01589952,false,
NCT01590849,false,
NCT01589146,false,
NCT01587469,false,
NCT01586130,false,
NCT01585532,false,
NCT01583335,false,
NCT01580904,false,
NCT01580774,false,
NCT01580592,false,
NCT01580488,false,
NCT01580371,false,
NCT01579136,false,
NCT01578746,false,
NCT01578460,false,
NCT01578330,false,
NCT01578213,false,
NCT01575938,false,
NCT01575496,false,
NCT01575184,false,
NCT01573091,false,
NCT01572415,false,
NCT01572246,false,
NCT01572077,false,
NCT01571609,false,
NCT01570491,false,
NCT01570452,false,
NCT01566305,false,
NCT01564927,false,
NCT01564693,false,
NCT01564199,false,
NCT01564160,false,
NCT01562743,false,
NCT01561586,false,
NCT01557270,false,
NCT01555424,false,
NCT01555203,false,
NCT01554748,false,
NCT01554462,false,
NCT01553773,false,
NCT01553513,false,
NCT01553032,false,
NCT01552993,false,
NCT01552161,false,
NCT01552018,false,
NCT01551342,false,
NCT01548612,false,
NCT01545635,false,
NCT01545245,false,
NCT01543165,false,
NCT01542801,false,
NCT01541891,false,
NCT01539967,false,
NCT01538979,false,
NCT01536366,false,
NCT01535859,false,
NCT01535651,false,
NCT01535378,false,
NCT01529320,false,
NCT01528982,false,
NCT01527864,false,
NCT01527513,false,
NCT01526031,false,
NCT01525446,false,
NCT01524042,false,
NCT01523340,false,
NCT01522274,false,
NCT01521845,false,
NCT01521130,false,
NCT01517282,false,
NCT01516099,false,
NCT01514994,false,
NCT01513915,false,
NCT01513161,false,
NCT01512992,false,
NCT01512550,false,
NCT01511614,false,
NCT01510678,false,
NCT01510392,false,
NCT01509391,false,
NCT01505283,false,
NCT01504360,false,
NCT01504048,false,
NCT01502969,false,
NCT01501500,false,
NCT01498003,false,
NCT01496911,false,
NCT01496651,false,
NCT01496560,false,
NCT01496482,false,
NCT01495273,false,
NCT01494025,false,
NCT01494961,false,
NCT01493713,false,
NCT01493362,false,
NCT01493115,false,
NCT01493102,false,
NCT01491906,false,
NCT01491802,false,
NCT01491152,false,
NCT01491087,false,
NCT01490853,false,
NCT01490268,false,
NCT01489826,false,
NCT01489124,false,
NCT01488149,false,
NCT01488045,false,
NCT01485341,false,
NCT01483326,false,
NCT01482039,false,
NCT01481272,false,
NCT01479907,false,
NCT01478620,false,
NCT01478516,false,
NCT01475292,false,
NCT01473992,false,
NCT01473173,false,
NCT01472653,false,
NCT01422018,false,
NCT01470846,false,
NCT01468792,false,
NCT01467765,false,
NCT01467102,false,
NCT01466582,false,
NCT01465360,false,
NCT01465113,false,
NCT01464658,false,
NCT01464008,false,
NCT01463735,false,
NCT01463462,false,
NCT01462539,false,
NCT01459549,false,
NCT01456780,false,
NCT01456533,false,
NCT01456364,false,
NCT01456078,false,
NCT01455831,false,
NCT01455623,false,
NCT01453920,false,
NCT01453673,false,
NCT01452230,false,
NCT01449136,false,
NCT01449110,false,
NCT01446263,false,
NCT01445327,false,
NCT01444534,false,
NCT01436760,false,
NCT01435889,false,
NCT01434004,false,
NCT01432626,false,
NCT01431937,false,
NCT01430923,false,
NCT01430845,false,
NCT01430650,false,
NCT01429818,false,
NCT01428544,false,
NCT01427218,false,
NCT01426581,false,
NCT01426451,false,
NCT01424605,false,
NCT01423175,false,
NCT01421849,false,
NCT01418391,false,
NCT01418326,false,
NCT01418118,false,
NCT01417130,false,
NCT01416311,false,
NCT01415674,false,
NCT01414374,false,
NCT01411566,false,
NCT01410123,false,
NCT01410045,false,
NCT01409317,false,
NCT01408719,false,
NCT01408251,false,
NCT01403454,false,
NCT01401348,false,
NCT01401205,false,
NCT01399320,false,
NCT01398891,false,
NCT01398371,false,
NCT01397448,false,
NCT01395381,false,
NCT01393873,false,
NCT01393691,false,
NCT01393197,false,
NCT01392586,false,
NCT01392118,false,
NCT01391221,false,
NCT01390571,false,
NCT01389440,false,
NCT01388946,false,
NCT01388283,false,
NCT01385969,false,
NCT01385514,false,
NCT01384643,false,
NCT01384461,false,
NCT01384201,false,
NCT01382862,false,
NCT01380197,false,
NCT01380015,false,
NCT01379027,false,
NCT01378052,false,
NCT01376401,false,
NCT01375309,false,
NCT01375153,false,
NCT01374997,false,
NCT01374412,false,
NCT01374321,false,
NCT01374087,false,
NCT01374061,false,
NCT01373476,false,
NCT01372605,false,
NCT01369251,false,
NCT01369056,false,
NCT01369030,false,
NCT01367704,false,
NCT01367457,false,
NCT01366443,false,
NCT01366300,false,
NCT01365676,false,
NCT01365416,false,
NCT01365234,false,
NCT01363102,false,
NCT01361386,false,
NCT01361269,false,
NCT01358292,false,
NCT01355523,false,
NCT01355328,false,
NCT01354782,false,
NCT01353352,false,
NCT01351974,false,
NCT01351636,false,
NCT01349517,false,
NCT01346995,false,
NCT01345266,false,
NCT01345058,false,
NCT01344590,false,
NCT01344382,false,
NCT01344278,false,
NCT01343797,false,
NCT01342861,false,
NCT01342549,false,
NCT01337934,false,
NCT01337778,false,
NCT01336179,false,
NCT01334541,false,
NCT01334268,false,
NCT01332708,false,
NCT01331499,false,
NCT01331421,false,
NCT01330537,false,
NCT01330095,false,
NCT01325480,false,
NCT01324089,false,
NCT01324050,false,
NCT01323114,false,
NCT01322932,false,
NCT01322672,false,
NCT01321697,false,
NCT01320735,false,
NCT01320397,false,
NCT01319721,false,
NCT01319136,false,
NCT01318213,false,
NCT01317940,false,
NCT01317914,false,
NCT01316549,false,
NCT01315483,false,
NCT01315366,false,
NCT01315184,false,
NCT01312649,false,
NCT01310062,false,
NCT01307969,false,
NCT01307410,false,
NCT01306994,false,
NCT01306357,false,
NCT01305473,false,
NCT01305330,false,
NCT01304745,false,
NCT01304225,false,
NCT01304199,false,
NCT01303562,false,
NCT01302795,false,
NCT01302340,false,
NCT01300923,false,
NCT01300585,false,
NCT01300039,false,
NCT01298206,false,
NCT01297946,false,
NCT01297140,false,
NCT01297036,false,
NCT01296828,false,
NCT01296490,false,
NCT01296009,false,
NCT01295021,false,
NCT01293812,false,
NCT01293864,false,
NCT01293851,false,
NCT01293773,false,
NCT01293578,false,
NCT01292369,false,
NCT01292278,false,
NCT01291953,false,
NCT01291381,false,
NCT01291199,false,
NCT01291147,false,
NCT01290497,false,
NCT01289483,false,
NCT01289002,false,
NCT01285063,false,
NCT01284946,false,
NCT01284595,false,
NCT01284296,false,
NCT01284218,false,
NCT01283451,false,
NCT01282710,false,
NCT01282567,false,
NCT01279629,false,
NCT01279109,false,
NCT01278966,false,
NCT01277770,false,
NCT01276002,false,
NCT01274741,false,
NCT01274546,false,
NCT01273597,false,
NCT01267565,false,
NCT01267513,false,
NCT01267331,false,
NCT01267188,false,
NCT01267097,false,
NCT01267019,false,
NCT01266434,false,
NCT01265290,false,
NCT01264211,false,
NCT01263002,false,
NCT01261208,false,
NCT01261689,false,
NCT01261468,false,
NCT01260532,false,
NCT01260402,false,
NCT01257256,false,
NCT01257035,false,
NCT01255371,false,
NCT01254695,false,
NCT01254513,false,
NCT01253954,false,
NCT01253252,false,
NCT01252212,false,
NCT01252121,false,
NCT01250899,false,
NCT01250340,false,
NCT01249768,false,
NCT01249547,false,
NCT01244776,false,
NCT01242332,false,
NCT01241968,false,
NCT01239589,false,
NCT01237509,false,
NCT01240473,false,
NCT01238692,false,
NCT01237717,false,
NCT01235663,false,
NCT01233726,false,
NCT01232075,false,
NCT01232049,false,
NCT01229800,false,
NCT01229670,false,
NCT01228981,false,
NCT01228734,false,
NCT01228487,false,
NCT01227174,false,
NCT01226550,false,
NCT01226082,false,
NCT01225679,false,
NCT01224834,false,
NCT01222091,false,
NCT01220102,false,
NCT01219322,false,
NCT01219140,false,
NCT01218490,false,
NCT01217866,false,
NCT01217593,false,
NCT01215656,false,
NCT01214031,false,
NCT01213667,false,
NCT01213264,false,
NCT01213069,false,
NCT01212445,false,
NCT01211938,false,
NCT01205971,false,
NCT01206829,false,
NCT01206803,false,
NCT01204190,false,
NCT01197456,false,
NCT01197365,false,
NCT01196468,false,
NCT01196247,false,
NCT01196182,false,
NCT01196143,false,
NCT01194947,false,
NCT01194934,false,
NCT01194622,false,
NCT01194141,false,
NCT01194050,false,
NCT01193374,false,
NCT01192360,false,
NCT01190605,false,
NCT01190397,false,
NCT01190371,false,
NCT00746629,false,
NCT01186614,false,
NCT01185444,false,
NCT01184703,false,
NCT01183845,false,
NCT01181570,false,
NCT01181180,false,
NCT01179100,false,
NCT01178645,false,
NCT01178580,false,
NCT01176487,false,
NCT01174680,false,
NCT01174654,false,
NCT01173276,false,
NCT01171781,false,
NCT01170806,false,
NCT01169948,false,
NCT01167842,false,
NCT01167413,false,
NCT01167387,false,
NCT01163552,false,
NCT01166282,false,
NCT01162447,false,
NCT01158768,false,
NCT01158573,false,
NCT01157624,false,
NCT01156402,false,
NCT01155700,false,
NCT01155687,false,
NCT01155648,false,
NCT01155635,false,
NCT01153854,false,
NCT01153737,false,
NCT01153412,false,
NCT01153061,false,
NCT01152970,false,
NCT01152515,false,
NCT01152489,false,
NCT01152476,false,
NCT01151540,false,
NCT01151189,false,
NCT01150929,false,
NCT01148576,false,
NCT01147289,false,
NCT01147276,false,
NCT01145196,false,
NCT01143207,false,
NCT01142115,false,
NCT01142960,false,
NCT01142466,false,
NCT01139411,false,
NCT01138631,false,
NCT01138020,false,
NCT01137500,false,
NCT01137149,false,
NCT01137019,false,
NCT01136694,false,
NCT01135394,false,
NCT01135121,false,
NCT01134172,false,
NCT01132729,false,
NCT01132677,false,
NCT01131754,false,
NCT01125098,false,
NCT01124799,false,
NCT01124591,false,
NCT01123915,false,
NCT01123226,false,
NCT01122979,false,
NCT01122537,false,
NCT01122355,false,
NCT01122290,false,
NCT01121471,false,
NCT01118676,false,
NCT01108432,false,
NCT01116297,false,
NCT01115283,false,
NCT01112163,false,
NCT01109719,false,
NCT01108991,false,
NCT01107678,false,
NCT01106521,false,
NCT01106339,false,
NCT01104974,false,
NCT01103882,false,
NCT01099904,false,
NCT01097993,false,
NCT01094899,false,
NCT01094782,false,
NCT01094418,false,
NCT01093950,false,
NCT01092000,false,
NCT01088646,false,
NCT01088152,false,
NCT01086215,false,
NCT01086163,false,
NCT01085149,false,
NCT01084317,false,
NCT01083927,false,
NCT01083784,false,
NCT01083394,false,
NCT01081717,false,
NCT01080261,false,
NCT01076673,false,
NCT01073527,false,
NCT01070745,false,
NCT01070407,false,
NCT01070355,false,
NCT01068431,false,
NCT01067417,false,
NCT01067313,false,
NCT01066130,false,
NCT01062815,false,
NCT01061853,false,
NCT01061242,false,
NCT01060501,false,
NCT01059890,false,
NCT01055730,false,
NCT01055197,false,
NCT01052935,false,
NCT01052441,false,
NCT01050933,false,
NCT01050439,false,
NCT01049698,false,
NCT01047163,false,
NCT01046201,false,
NCT01045772,false,
NCT01045603,false,
NCT01044849,false,
NCT01044485,false,
NCT01044160,false,
NCT01044121,false,
NCT01043484,false,
NCT01043406,false,
NCT01041664,false,
NCT01041456,false,
NCT01041430,false,
